shoulder_pan,elbow_flex,wrist_roll,gripper,shoulder_lift,wrist_flex
0.16260196351587797,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.3054176504906807
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
1.2670681307935396,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.2992817273391382
0.16260196351587797,1.4312040750973032,0.12578642460662257,-0.21782527187976106,-1.7564080021290591,1.3054176504906807
